	experiment	sample_type	media	subculture_time	preculture_time	c18positive	c18negative	hilicpositive	culture_source	taxonomy	grouped_taxonomy	kingdom	phylum	class	order	family	genus	species	strain	morphology
770	20180618.0	supernatant	mm	12.0	24.0	s00969	s00800	s01130	c0090	Enterococcus faecalis TX2137 BEI HM-432	Enterococcus faecalis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecalis	TX2137	
771	20180618.0	supernatant	mm	12.0	24.0	s00970	s00801	s01131	c0090	Enterococcus faecalis TX2137 BEI HM-432	Enterococcus faecalis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecalis	TX2137	
772	20180618.0	supernatant	mm	12.0	24.0	s00971	s00802	s01132	c0090	Enterococcus faecalis TX2137 BEI HM-432	Enterococcus faecalis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecalis	TX2137	
773	20180618.0	supernatant	mm	12.0	24.0	s00981	s00814	s01142	c0100	Eubacterium rectale ATCC 33656	Eubacterium rectale	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	rectale		
774	20180618.0	supernatant	mm	12.0	24.0	s00982	s00815	s01143	c0100	Eubacterium rectale ATCC 33656	Eubacterium rectale	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	rectale		
775	20180618.0	supernatant	mm	12.0	24.0	s00983	s00816	s01144	c0100	Eubacterium rectale ATCC 33656	Eubacterium rectale	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	rectale		
776	20180720.0	supernatant	mm	31.25	33.75	s02886	s02221	s02144	c0217	Bacteroides sp. 3_1_19 BEI HM-19	Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		3_1_19	
777	20190228.0	supernatant	pyg	17.25		s03851	s03691	s03546	c0494	Prevotella buccalis ATCC 35310	Prevotella buccalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	buccalis		
778	20190228.0	supernatant	pyg	17.25		s03852	s03692	s03547	c0494	Prevotella buccalis ATCC 35310	Prevotella buccalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	buccalis		
779	20190228.0	supernatant	pyg	17.25		s03853	s03693	s03548	c0494	Prevotella buccalis ATCC 35310	Prevotella buccalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	buccalis		
780	20181030.0	supernatant	mm	12.0	30.0	s03067	s03168	s02966	c0111	Lachnospiraceae sp. 1_4_56FAA BEI HM-161	Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae		1_4_56FAA	
781	20180720.0	supernatant	mm	31.25	33.75	s02855	s02190	s02113	c0230	Parabacteroides sp. D13 BEI HM-77	Parabacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides		D13	
783	20180629.0	supernatant	mm	24.0	25.0	s01598	s01416	s01228	c0174	Bacteroides eggerthii ATCC 27754	Bacteroides eggerthii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	eggerthii		
784	20180629.0	supernatant	mm	24.0	25.0	s01599	s01417	s01229	c0174	Bacteroides eggerthii ATCC 27754	Bacteroides eggerthii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	eggerthii		
785	20180629.0	supernatant	mm	24.0	25.0	s01600	s01418	s01230	c0174	Bacteroides eggerthii ATCC 27754	Bacteroides eggerthii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	eggerthii		
786	20181030.0	supernatant	pyg	16.0	30.0	s03080	s03181	s02979	c0082	Coprococcus sp. HPP0074 BEI HM-793	Coprococcus	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		HPP0074	
787	20180618.0	supernatant	mm	12.0	24.0	s00868	s00694	s01031	c0003	Acidaminococcus sp. HPA0509 BEI HM-853	Acidaminococcus	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus		HPA0509	
788	20180618.0	supernatant	mm	12.0	24.0	s00869	s00695	s01032	c0003	Acidaminococcus sp. HPA0509 BEI HM-853	Acidaminococcus	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus		HPA0509	
789	20180618.0	supernatant	mm	12.0	24.0	s00870	s00696	s01033	c0003	Acidaminococcus sp. HPA0509 BEI HM-853	Acidaminococcus	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus		HPA0509	
791	20180716.0	supernatant	mm	16.0	29.0	s01835	s01957	s02065	c0252	Collinsella aerofaciens ATCC 25986	Collinsella aerofaciens	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	aerofaciens		
792	20180716.0	supernatant	mm	16.0	29.0	s01836	s01958	s02066	c0252	Collinsella aerofaciens ATCC 25986	Collinsella aerofaciens	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	aerofaciens		
793	20180716.0	supernatant	mm	16.0	29.0	s01837	s01959	s02067	c0252	Collinsella aerofaciens ATCC 25986	Collinsella aerofaciens	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	aerofaciens		
797	20181030.0	supernatant	mm	12.0	30.0	s03065	s03166	s02964	c0111	Lachnospiraceae sp. 1_4_56FAA BEI HM-161	Lachnospiraceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae		1_4_56FAA	
798	20180629.0	supernatant	mm	24.0	25.0	s01715	s01547.0	s01345	c0229	Parabacteroides goldsteinii CC87F BEI HM-1050	Parabacteroides goldsteinii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	goldsteinii	CC87F	
799	20180629.0	supernatant	mm	24.0	25.0	s01716	s01547.1	s01346	c0229	Parabacteroides goldsteinii CC87F BEI HM-1050	Parabacteroides goldsteinii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	goldsteinii	CC87F	
800	20180629.0	supernatant	mm	24.0	25.0	s01717	s01547.2	s01347	c0229	Parabacteroides goldsteinii CC87F BEI HM-1050	Parabacteroides goldsteinii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	goldsteinii	CC87F	
801	20181030.0	supernatant	mm	12.0	30.0	s03053	s03154	s02952	c0175	Bacteroides finegoldii CL09T03C10 BEI HM-727	Bacteroides finegoldii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	finegoldii	CL09T03C10	
802	20180716.0	supernatant	mm	16.0	29.0	s01766	s01886	s01996	c0272	Citrobacter portucalensis 30_2  BEI HM-34	Citrobacter portucalensis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	portucalensis	30_2	
803	20180716.0	supernatant	mm	16.0	29.0	s01767	s01887	s01997	c0272	Citrobacter portucalensis 30_2  BEI HM-34	Citrobacter portucalensis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	portucalensis	30_2	
804	20180716.0	supernatant	mm	16.0	29.0	s01768	s01888	s01998	c0272	Citrobacter portucalensis 30_2  BEI HM-34	Citrobacter portucalensis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	portucalensis	30_2	
808	20180618.0	supernatant	mm	12.0	24.0	s00966	s00797	s01127	c0089	Enterococcus faecalis TX1322 BEI HM-202	Enterococcus faecalis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecalis	TX1322	
809	20180618.0	supernatant	mm	12.0	24.0	s00967	s00798	s01128	c0089	Enterococcus faecalis TX1322 BEI HM-202	Enterococcus faecalis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecalis	TX1322	
810	20180618.0	supernatant	mm	12.0	24.0	s00968	s00799	s01129	c0089	Enterococcus faecalis TX1322 BEI HM-202	Enterococcus faecalis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecalis	TX1322	
815	20181030.0	supernatant	mm	12.0	30.0	s03059	s03160	s02958	c0161	Bacteroides cellulosilyticus DSMZ 14838	Bacteroides cellulosilyticus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	cellulosilyticus		
816	20180618.0	supernatant	mm	12.0	24.0	s00972	s00803	s01133	c0091	Enterococcus faecium ERV165 BEI HM-970	Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium	ERV165	
817	20180618.0	supernatant	mm	12.0	24.0	s00973	s00804	s01134	c0091	Enterococcus faecium ERV165 BEI HM-970	Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium	ERV165	
818	20180618.0	supernatant	mm	12.0	24.0	s00974	s00805	s01135	c0091	Enterococcus faecium ERV165 BEI HM-970	Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium	ERV165	
820	20180728.0	supernatant	pyg	31.0	40.0	s02769	s02573	s02377	c0405	Prevotella oralis HGA0225 BEI HM-849	Prevotella oralis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	oralis	HGA0225	
821	20180728.0	supernatant	pyg			s02770	s02574	s02378	c0405	Prevotella oralis HGA0225 BEI HM-849	Prevotella oralis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	oralis	HGA0225	
822	20180728.0	supernatant	pyg			s02771	s02575	s02379	c0405	Prevotella oralis HGA0225 BEI HM-849	Prevotella oralis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	oralis	HGA0225	
823	20180618.0	supernatant	mm	12.0	24.0	s00901	s00729	s01064	c0038	Clostridium bolteae CC43_001B BEI HM-1038	Clostridium bolteae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	bolteae	CC43_001B	
824	20180618.0	supernatant	mm	12.0	24.0	s00902	s00730	s01065	c0038	Clostridium bolteae CC43_001B BEI HM-1038	Clostridium bolteae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	bolteae	CC43_001B	
825	20180618.0	supernatant	mm	12.0	24.0	s00903	s00731	s01066	c0038	Clostridium bolteae CC43_001B BEI HM-1038	Clostridium bolteae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	bolteae	CC43_001B	
826	20181030.0	supernatant	mm	12.0	30.0	s03031	s03132	s02930	c0206	Bacteroides thetaiotaomicron VPI 5482	Bacteroides thetaiotaomicron	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	thetaiotaomicron		
827	20190228.0	supernatant	mm_s04_citrate	17.25		s03830	s03670	s03525	c0377	Desulfovibrio piger ATCC 29098 M2	Desulfovibrio piger	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	piger	M2	
828	20190228.0	supernatant	mm_s04_citrate	17.25		s03831	s03671	s03526	c0377	Desulfovibrio piger ATCC 29098 M2	Desulfovibrio piger	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	piger	M2	
829	20190228.0	supernatant	mm_s04_citrate	17.25		s03832	s03672	s03527	c0377	Desulfovibrio piger ATCC 29098 M2	Desulfovibrio piger	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	piger	M2	
830	20181030.0	supernatant	mm	12.0	30.0	s03048		s02947	c0204	Bacteroides thetaiotaomicron wh305	Bacteroides thetaiotaomicron	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	thetaiotaomicron	wh305	
831	20180629.0	supernatant	mm	24.0	25.0	s01580	s01398	s01210	c0166	Bacteroides dorei 5_1_36/D4 BEI HM-29	Bacteroides dorei	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	dorei	5_1_36/D4	
834	20180629.0	supernatant	mm	24.0	25.0	s01589	s01407	s01219	c0169	Bacteroides dorei CL03T12C01 BEI HM-718	Bacteroides dorei	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	dorei	CL03T12C01	
835	20180629.0	supernatant	mm	24.0	25.0	s01590	s01408	s01220	c0169	Bacteroides dorei CL03T12C01 BEI HM-718	Bacteroides dorei	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	dorei	CL03T12C01	
837	20180618.0	supernatant	mm	12.0	24.0	s00948	s00779	s01109	c0067	Clostridium symbiosum WAL 14673 BEI HM-319	Clostridium symbiosum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	symbiosum	WAL 14673	
838	20180618.0	supernatant	mm	12.0	24.0	s00949	s00780	s01110	c0067	Clostridium symbiosum WAL 14673 BEI HM-319	Clostridium symbiosum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	symbiosum	WAL 14673	
839	20180618.0	supernatant	mm	12.0	24.0	s00950	s00781	s01111	c0067	Clostridium symbiosum WAL 14673 BEI HM-319	Clostridium symbiosum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	symbiosum	WAL 14673	
843	20180728.0	supernatant	mm	46.5	40.0	s02806	s02610	s02414	c0151	Subdoligranulum variabile DSMZ 15176	Subdoligranulum variabile	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	variabile		
844	20180728.0	supernatant	mm			s02807	s02611	s02415	c0151	Subdoligranulum variabile DSMZ 15176	Subdoligranulum variabile	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	variabile		
845	20180728.0	supernatant	mm			s02808	s02612	s02416	c0151	Subdoligranulum variabile DSMZ 15176	Subdoligranulum variabile	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	variabile		
846	20181030.0	supernatant	mm	12.0	30.0	s03021	s03122	s02920	c0016	Blautia hansenii DSMZ 20583	Blautia hansenii	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	hansenii		
847	20181030.0	supernatant	mm	17.0	30.0	s03098	s03199	s02997	c0011	Anaerotruncus colihominis DSMZ 17241	Anaerotruncus colihominis	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	colihominis		
848	20180629.0	supernatant	mm	24.0	25.0	s01631	s01449	s01261	c0189	Bacteroides plebeius DSMZ 17135	Bacteroides plebeius	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	plebeius		
849	20180629.0	supernatant	mm	24.0	25.0	s01632	s01450	s01262	c0189	Bacteroides plebeius DSMZ 17135	Bacteroides plebeius	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	plebeius		
850	20180629.0	supernatant	mm	24.0	25.0	s01633	s01451	s01263	c0189	Bacteroides plebeius DSMZ 17135	Bacteroides plebeius	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	plebeius		
851	20180629.0	supernatant	mm	24.0	25.0	s01634	s01452	s01264	c0190	Bacteroides salyersiae CL02T12C01 BEI HM-725	Bacteroides salyersiae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	salyersiae	CL02T12C01	
852	20180629.0	supernatant	mm	24.0	25.0	s01635	s01453	s01265	c0190	Bacteroides salyersiae CL02T12C01 BEI HM-725	Bacteroides salyersiae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	salyersiae	CL02T12C01	
853	20180629.0	supernatant	mm	24.0	25.0	s01636	s01454	s01266	c0190	Bacteroides salyersiae CL02T12C01 BEI HM-725	Bacteroides salyersiae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	salyersiae	CL02T12C01	
854	20180618.0	supernatant	mm	12.0	24.0	s00922	s00750	s01085	c0046	Clostridium clostridioforme 2_1_49FAA BEI HM-306	Clostridium clostridioforme	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	clostridioforme	2_1_49FAA	
855	20180618.0	supernatant	mm	12.0	24.0	s00923	s00751	s01086	c0046	Clostridium clostridioforme 2_1_49FAA BEI HM-306	Clostridium clostridioforme	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	clostridioforme	2_1_49FAA	
856	20180618.0	supernatant	mm	12.0	24.0	s00924	s00752	s01087	c0046	Clostridium clostridioforme 2_1_49FAA BEI HM-306	Clostridium clostridioforme	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	clostridioforme	2_1_49FAA	
857	20180720.0	supernatant	mm	31.25	33.75	s02854	s02189	s02112	c0230	Parabacteroides sp. D13 BEI HM-77	Parabacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides		D13	
858	20190228.0	media_blank	rcmsg	17.25		s03896	s03736													
859	20190228.0	media_blank	rcmsg	17.25		s03897	s03737	s03592												
860	20190228.0	media_blank	rcmsg	17.25		s03898	s03738	s03593												
861	20190228.0	supernatant	pyg	17.25		s03863	s03703	s03558	c0359	Prevotella oralis CC98A BEI HM-1054	Prevotella oralis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	oralis	CC98A	
862	20190228.0	supernatant	pyg	17.25		s03864	s03704	s03559	c0359	Prevotella oralis CC98A BEI HM-1054	Prevotella oralis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	oralis	CC98A	
863	20190228.0	supernatant	pyg	17.25		s03865	s03705	s03560	c0359	Prevotella oralis CC98A BEI HM-1054	Prevotella oralis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	oralis	CC98A	
864	20180629.0	supernatant	mm	24.0	25.0	s01595	s01413	s01225	c0173	Bacteroides eggerthii ATCC 27754	Bacteroides eggerthii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	eggerthii		
865	20180629.0	supernatant	mm	24.0	25.0	s01596	s01414	s01226	c0173	Bacteroides eggerthii ATCC 27754	Bacteroides eggerthii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	eggerthii		
866	20180629.0	supernatant	mm	24.0	25.0	s01597	s01415	s01227	c0173	Bacteroides eggerthii ATCC 27754	Bacteroides eggerthii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	eggerthii		
867	20180629.0	supernatant	mm	24.0	25.0	s01577	s01395	s01207	c0165	Parabacteroides distasonis ATCC 8503	Parabacteroides distasonis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	distasonis		
868	20180629.0	supernatant	mm	24.0	25.0	s01578	s01396	s01208	c0165	Parabacteroides distasonis ATCC 8503	Parabacteroides distasonis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	distasonis		
869	20180629.0	supernatant	mm	24.0	25.0	s01579	s01397		c0165	Parabacteroides distasonis ATCC 8503	Parabacteroides distasonis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	distasonis		
870	20190228.0	supernatant	rcmwoa	17.25		s03887	s03727	s03582	c0409	Clostridioides difficile ATCC BAA-1801	Clostridioides difficile	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	difficile	BAA-1801	
871	20190228.0	supernatant	rcmwoa	17.25		s03888	s03728	s03583	c0409	Clostridioides difficile ATCC BAA-1801	Clostridioides difficile	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	difficile	BAA-1801	
872	20190228.0	supernatant	rcmwoa	17.25		s03889	s03729	s03584	c0409	Clostridioides difficile ATCC BAA-1801	Clostridioides difficile	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	difficile	BAA-1801	
873	20180618.0	supernatant	mm	12.0	24.0	s00904	s00732	s01067	c0039	Clostridium bolteae WAL-14578 BEI HM-318	Clostridium bolteae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	bolteae	WAL-14578	
874	20180618.0	supernatant	mm	12.0	24.0	s00905	s00733	s01068	c0039	Clostridium bolteae WAL-14578 BEI HM-318	Clostridium bolteae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	bolteae	WAL-14578	
875	20180618.0	supernatant	mm	12.0	24.0	s00906	s00734	s01069	c0039	Clostridium bolteae WAL-14578 BEI HM-318	Clostridium bolteae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	bolteae	WAL-14578	
876	20180629.0	supernatant	mm	24.0	25.0	s01604	s01422	s01234	c0178	Bacteroides fragilis 3_1_12 BEI HM-20	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	3_1_12	
877	20180629.0	supernatant	mm	24.0	25.0	s01605	s01423	s01235	c0178	Bacteroides fragilis 3_1_12 BEI HM-20	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	3_1_12	
878	20180629.0	supernatant	mm	24.0	25.0	s01606	s01424	s01236	c0178	Bacteroides fragilis 3_1_12 BEI HM-20	Bacteroides fragilis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	3_1_12	
879	20180720.0	media_blank	mm	31.25	33.75	s02890	s02224	s02147												
881	20180716.0	supernatant	mm	16.0	29.0	s01793	s01915	s02023	c0086	Dorea formicigenerans ATCC 27755	Dorea formicigenerans	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	formicigenerans		
882	20180716.0	supernatant	mm	16.0	29.0	s01794	s01916	s02024	c0086	Dorea formicigenerans ATCC 27755	Dorea formicigenerans	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	formicigenerans		
883	20180716.0	supernatant	mm	16.0	29.0	s01795	s01917	s02025	c0086	Dorea formicigenerans ATCC 27755	Dorea formicigenerans	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	formicigenerans		
884	20180720.0	supernatant	mm	31.25	33.75	s02863	s02198	s02121	c0062	Clostridium scindens ATCC 35704	Clostridium scindens	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridaceae	Clostridium	scindens		
885	20181030.0	supernatant	mm	12.0	30.0	s03038	s03139	s02937	c0087	Dorea longicatena DSMZ 13814	Dorea longicatena	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	longicatena		
886	20180728.0	supernatant	tsab	21.0	40.0	s02729	s02533	s02336	c0228	Parabacteroides merdae CL09T00C40 BEI HM-729	Parabacteroides merdae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	merdae	CL09T00C40	
887	20180728.0	supernatant	tsab			s02730	s02534	s02337	c0228	Parabacteroides merdae CL09T00C40 BEI HM-729	Parabacteroides merdae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	merdae	CL09T00C40	
888	20180728.0	supernatant	tsab			s02731	s02535	s02338	c0228	Parabacteroides merdae CL09T00C40 BEI HM-729	Parabacteroides merdae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	merdae	CL09T00C40	
889	20190228.0	media_blank	bhis	17.25		s03769	s03609	s03464												
890	20190228.0	media_blank	bhis	17.25		s03770	s03610	s03465												
891	20190228.0	media_blank	bhis	17.25		s03771	s03611	s03466												
895	20180720.0	supernatant	mm	31.25	33.75	s02866	s02201	s02124	c0101	Eubacterium siraeum DSMZ 15702	Eubacterium siraeum	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	siraeum		
897	20180720.0	supernatant	rcml	12.0	33.75	s02837	s02173	s02096	c0361	Veillonella sp. HPA0037 BEI HM-850	Veillonella	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella		HPA0037	
898	20180618.0	supernatant	mm	12.0	24.0	s00880	s00706	s01043	c0015	Bacillus sp. 7_6_55CFAA_CT2 BEI HM-231	Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		7_6_55CFAA_CT2	
899	20180618.0	supernatant	mm	12.0	24.0	s00881	s00707	s01044	c0015	Bacillus sp. 7_6_55CFAA_CT2 BEI HM-231	Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		7_6_55CFAA_CT2	
900	20180618.0	supernatant	mm	12.0	24.0	s00882	s00708	s01045	c0015	Bacillus sp. 7_6_55CFAA_CT2 BEI HM-231	Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		7_6_55CFAA_CT2	
901	20180716.0	supernatant	mm	16.0	29.0	s01751	s01871	s01981	c0010	Anaerostipes sp. 3_2_56FAA BEI HM-220 904b	Anaerostipes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes		3_2_56FAA	904b
902	20180716.0	supernatant	mm	16.0	29.0	s01752	s01872	s01982	c0010	Anaerostipes sp. 3_2_56FAA BEI HM-220 904b	Anaerostipes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes		3_2_56FAA	904b
903	20180716.0	supernatant	mm	16.0	29.0	s01753	s01873	s01983	c0010	Anaerostipes sp. 3_2_56FAA BEI HM-220 904b	Anaerostipes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes		3_2_56FAA	904b
904	20180629.0	supernatant	mm	24.0	25.0	s01652	s01470	s01282	c0196	Bacteroides thetaiotaomicron 3731	Bacteroides thetaiotaomicron	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	thetaiotaomicron	3731	
905	20180629.0	supernatant	mm	24.0	25.0	s01653	s01471	s01283	c0196	Bacteroides thetaiotaomicron 3731	Bacteroides thetaiotaomicron	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	thetaiotaomicron	3731	
906	20180629.0	supernatant	mm	24.0	25.0	s01654	s01472	s01284	c0196	Bacteroides thetaiotaomicron 3731	Bacteroides thetaiotaomicron	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	thetaiotaomicron	3731	
