	m_c18p_0000	m_c18p_0001	m_c18p_0003	m_c18p_0005	m_c18p_0006	m_c18p_0007	m_c18p_0008	m_c18p_0009	m_c18p_0011	m_c18p_0012	m_c18p_0013	m_c18p_0014	m_c18p_0015	m_c18p_0017	m_c18p_0018	m_c18p_0019	m_c18p_0020	m_c18p_0021	m_c18p_0022	m_c18p_0023	m_c18p_0025	m_c18p_0026	m_c18p_0027	m_c18p_0028	m_c18p_0029	m_c18p_0030	m_c18p_0031	m_c18p_0032	m_c18p_0035	m_c18p_0037	m_c18p_0038	m_c18p_0039	m_c18p_0041	m_c18p_0042	m_c18p_0043	m_c18p_0044	m_c18p_0046	m_c18p_0047	m_c18p_0049	m_c18p_0050	m_c18p_0052	m_c18p_0053	m_c18p_0055	m_c18p_0056	m_c18p_0060	m_c18p_0064	m_c18p_0065	m_c18p_0067	m_c18p_0068	m_c18p_0069	m_c18p_0070	m_c18p_0072	m_c18p_0076	m_c18p_0080	m_c18p_0081	m_c18p_0082	m_c18p_0083	m_c18p_0084	m_c18p_0091	m_c18p_0093	m_c18p_0094	m_c18p_0098	m_c18p_0100	m_c18p_0102	m_c18p_0103	m_c18p_0105	m_c18p_0107	m_c18p_0108	m_c18p_0111	m_c18p_0112	m_c18p_0113	m_c18p_0114	m_c18p_0115	m_c18p_0117	m_c18p_0118	m_c18p_0119	m_c18p_0120	m_c18p_0121	m_c18p_0124	m_c18p_0125	m_c18p_0126	m_c18p_0129	m_c18p_0131	m_c18p_0133	m_c18p_0134	m_c18p_0135	m_c18p_0136	m_c18p_0137	m_c18p_0139	m_c18p_0140	m_c18p_0142	m_c18p_0146	m_c18p_0147	m_c18p_0149	m_c18p_0152	m_c18p_0154	m_c18p_0158	m_c18p_0159	m_c18p_0160	m_c18p_0161	m_c18p_0162	m_c18p_0163	m_c18p_0164	m_c18p_0170	m_c18p_0172	m_c18p_0174	m_c18p_0176	m_c18p_0177	m_c18p_0178	m_c18p_0179	m_c18p_0186	m_c18p_0189	m_c18p_0190	m_c18p_0195	m_c18p_0197	m_c18p_0199	m_c18p_0202	m_c18p_0204	m_c18p_0207	m_c18p_0209	m_c18p_0210	m_c18p_0213	m_c18p_0216	m_c18p_0217	m_c18p_0219	m_c18p_0220	m_c18p_0222	m_c18p_0223	m_c18p_0226	m_c18p_0232	m_c18p_0233	m_c18p_0234	m_c18p_0242	m_c18p_0245	m_c18p_0246	m_c18p_0249	m_c18p_0253	m_c18p_0255	m_c18p_0259	m_c18p_0263	m_c18p_0265	m_c18p_0267	m_c18p_0269	m_c18p_0270	m_c18p_0272	m_c18p_0274	m_c18p_0276	m_c18p_0278	m_c18p_0279	m_c18p_0280	m_c18p_0281	m_c18p_0283	m_c18p_0285	m_c18p_0286	m_c18p_0288	m_c18p_0290	m_c18p_0291	m_c18p_0301	m_c18p_0309	m_c18p_0311	m_c18p_0312	m_c18p_0314	m_c18p_0316	m_c18p_0319	m_c18p_0320	m_c18p_0322	m_c18p_0323	m_c18p_0324	m_c18p_0326	m_c18p_0327	m_c18p_0328	m_c18p_0329	m_c18p_0330	m_c18p_0332	m_c18p_0333	m_c18p_0342	m_c18p_0343	m_c18p_0348	m_c18p_0349	m_c18p_0353	m_c18p_0354	m_c18p_0355	m_c18p_0360	m_c18p_0361	m_c18p_0364	m_c18p_0365	m_c18p_0366	m_c18p_0369	m_c18p_0371	m_c18p_0372	m_c18p_0374	m_c18p_0375	m_c18p_0376	m_c18p_0377	m_c18p_0378	m_c18p_0379	m_c18p_0380	m_c18p_0381	m_c18p_0383	m_c18p_0384	m_c18p_0385	m_c18p_0387	m_c18p_0388	m_c18p_0390	m_c18p_0391	m_c18p_0392	m_c18p_0397	m_c18p_0398	m_c18p_0399	m_c18p_0400	m_c18p_0401	m_c18p_0402	m_c18p_0403	m_c18p_0405	m_c18p_0408	m_c18p_0410	m_c18p_0417	m_c18p_0418	m_c18p_0419	m_c18p_0421	m_c18p_0422	m_c18p_0423	m_c18p_0424	m_c18p_0426	m_c18p_0428	m_c18p_0429	m_c18p_0430	m_c18p_0432	m_c18p_0433	m_c18p_0438	m_c18p_0440	m_c18p_0442	m_c18p_0443	m_c18p_0445	m_c18p_0449	m_c18p_0453	m_c18p_0454	m_c18p_0456	m_c18p_0460	m_c18p_0461	m_c18p_0462	m_c18p_0464	m_c18p_0466	m_c18p_0469	m_c18p_0472	m_c18p_0474	m_c18p_0480	m_c18p_0481	m_c18p_0482	m_c18p_0483	m_c18p_0485	m_c18p_0491	m_c18p_0495	m_c18p_0496	m_c18p_0498	m_c18p_0503	m_c18p_0504	m_c18p_0508	m_c18p_0509	m_c18p_0510	m_c18p_0514	m_c18p_0516	m_c18p_0518	m_c18p_0521	m_c18p_0533	m_c18p_0535	m_c18p_0544	m_c18p_0551	m_c18p_0554	m_c18p_0555	m_c18p_0556	m_c18p_0557	m_c18p_0558	m_c18p_0559	m_c18p_0560	m_c18p_0561	m_c18p_0562	m_c18p_0563	m_c18p_0564	m_c18p_0565	m_c18p_0566	m_c18p_0567	m_c18p_0568	m_c18p_0569	m_c18p_0570	m_c18p_0571
s03836		5888.0	22105.0		56077.0	23727.0		912075	29188.0	2631409.0		33030362	46145.0	2604.0			9656.0		18788904.0		5566.0		16635.0	382652	50275.0			124372		7383158	68762.0	5696426					4236.0	2807.0	45812	32082.0			28753.0	18323.0		27319.0	234802.0	105172	317569.0		25154.0			7585634.0	971712.0	26978.0	23863.0		1085.0	9562.0			2525.0	51188.0	110628.0				59845	103837.0	12736.0		1142350.0		37462.0		6191.0		136344.0	30622.0		1582260.0	5661.0	30189.0	129913.0	205182.0		12138.0	19284.0		7153.0	5637.0			21201.0	4367.0	16475.0	55019.0	26683.0	38406.0	63864.0	32041.0	70487.0	13233.0	408253	1540055.0		780.0	23314988.0		10916.0				101267.0					57217.0	43465.0		17702.0		10045.0	260033.0	41434		12404.0	43500.0	2262910.0	85725872.0	82769.0		2715.0		5836.0		12468.0	7663.0		741010.0	0.0			11482.0		10735.0		21567.0	54727.0			5661.0		12475.0	5455.0	16024950		4124.0	122362.0	3731.0		46028.0			9772.0	86403	1852.0	44912	0.0	62852.0	56036.0							6909.0			20629	70705.0				83945.0				12210.0	1819.0		45600.0		17068.0	80002.0	7833.0		2393.0			7247.0				88870.0	6538.0		35970.0	112942.0	10070.0		1433.0			231585.0				5617.0			4287974.0	0.0	221069.0		41354.0	70648.0	33481.0	390315.0	9459.0	107317.0	29417.0			0.0	6661.0	106682.0	12103.0	1940.0		42417.0			0.0	1371.0	561279.0	34571.0	3792.0	814.0				0.0						13314	88191.0	267896.0		13541.0		11324.0	56647		810431	1415958	858368.0	392362.0	2205246	2286897.0	435857	3687724	814764	640758	355393.0	3273580.0	134916.0	505049.0	137730.0	71897.0
s03885		3729.0	111743.0		721.0	17099.0		2659395	19279.0	589517.0		35897180	49775.0	186806.0			53774.0		3453190.0		5310.0		217738.0	619243	19963.0			306260		4540427	119662.0	4566068					793.0	9470.0	78739	275.0			29121.0	1189.0		33818.0	51037.0	319604	165545.0		7063.0			5216100.0	78360.0	42876.0	128518.0		38432.0	2059998.0			9474.0	56500.0	18031.0				18216	3064.0	0.0		453205.0		132513.0		99842.0		262175.0	54093.0		13105784.0	340.0	26798.0	98879.0	78591.0		6930.0	11310.0		3546.0	9071.0			1887.0	10316.0	14314.0	83510.0	3928.0	42096.0	59095.0	23242.0	516692.0	49634.0	1865082	885432.0		4398.0	22842800.0		1260.0				80059.0					26084.0	23626.0		9433.0		3863.0	119967.0	259319		6856.0	85064.0	31887868.0	99748024.0	10884.0		14315.0		140728.0		587.0	8198.0		170338.0	7275.0			7234.0		42871.0		3878.0	103906.0			4737.0		4404.0	0.0	28497230		24001.0	62160.0	11413.0		39044.0			9276.0	101817	1339.0	15708	0.0	55343.0	53806.0							4032.0			227	112768.0				1390.0				53570.0	787.0		18997.0		24615.0	3608.0	6922.0		409.0			10884.0				108331.0	24861.0		156905.0	432833.0	41123.0		6428.0			285413.0				0.0			4548210.0	489.0	334968.0		106185.0	243281.0	46218.0	3265539.0	17654.0	212573.0	66506.0			940.0	6039.0	140421.0	2032.0	3630.0		48376.0			0.0	8238.0	1900.0	414.0	261.0	30694.0				662.0						5466	46558.0	1078618.0		2880.0		2424.0	55030		481759	1078227	755781.0	605750.0	1811081	1989378.0	268443	2683968	1930599	405683	411828.0	5523770.0	168716.0	145347.0	98582.0	156149.0
s03771		5832.0	49341.0		5691.0	33569.0		4324200	156382.0	1219004.0		45041792	77521.0	385683.0			67142.0		6049127.0		17558.0		583486.0	1487450	14065.0			263143		8988896	231663.0	9016638					704.0	7028.0	168111	172.0			24026.0	68726.0		16513.0	22002.0	270237	357011.0		7884.0			11855513.0	212645.0	53472.0	30301.0		9922.0	2547164.0			3721.0	30763.0	22480.0				26453	547.0	0.0		879505.0		277446.0		147380.0		663918.0	49480.0		2421377.0	1833.0	60423.0	146308.0	260146.0		130088.0	38345.0		3177.0	15367.0			7780.0	11701.0	26202.0	121047.0	2369.0	91349.0	31296.0	20391.0	281156.0	245365.0	4359057	124042.0		3549.0	29110624.0		6022.0				80666.0					19306.0	26033.0		32827.0		12186.0	118116.0	81823		14335.0	16101.0	24233862.0	54208232.0	9523.0		16319.0		273747.0		1524.0	14364.0		131582.0	20049.0			6964.0		39366.0		3970.0	83370.0			1213.0		25516.0	502.0	25011738		43410.0	70564.0	8787.0		65379.0			7988.0	38266	760.0	39524	156935.0	45051.0	42573.0							0.0			1450	60717.0				6242.0				22949.0	1396.0		496553.0		17985.0	3982.0	29834.0		448.0			16478.0				87609.0	3353.0		87657.0	226656.0	68452.0		3371.0			1472542.0				0.0			11728037.0	192.0	135159.0		108614.0	117201.0	73686.0	799203.0	6656.0	229460.0	66915.0			45154.0	6277.0	259388.0	47922.0	7100.0		180288.0			0.0	25831.0	605633.0	35683.0	35890.0	19602.0				775.0						23831	94511.0	1281714.0		13490.0		0.0	83532		399554	818832	725706.0	181848.0	1264297	1724909.0	242529	2709806	1833850	357332	382251.0	6490323.0	159738.0	401138.0	213414.0	160931.0
s03785		7312.0	21110.0		5415.0	42064.0		3272010	29434.0	804070.0		48749792	59210.0	277159.0			65968.0		33636700.0		11897.0		456046.0	1433556	5801.0			659554		11762088	470974.0	10214071					439.0	5879.0	131769	0.0			11616.0	99663.0		4020.0	45167.0	140603	9776543.0		28223.0			14309122.0	171911.0	62156.0	127115.0		977.0	4657590.0			0.0	35231.0	43405.0				24405	4973.0	0.0		23161520.0		230318.0		226371.0		862079.0	43496.0		12891508.0	2584.0	30238.0	131635.0	168086.0		6367.0	12405.0		4170.0	13746.0			7205.0	10500.0	34787.0	27495.0	11446.0	48577.0	17229.0	411063.0	295631.0	365393.0	10802371	2489586.0		3129.0	48421428.0		9606.0				96747.0					22924.0	23422.0		40386.0		3965.0	8674893.0	71305		6326.0	78962.0	42121868.0	121391952.0	7088.0		12077.0		145586.0		1040.0	19501.0		80885.0	27455.0			5721.0		7550.0		1355.0	165823.0			4258.0		36790.0	0.0	27522432		36144.0	130408.0	10238.0		109834.0			5260.0	30229	2325.0	200769	0.0	18918.0	19544.0							292069.0			1797	37330.0				18958.0				17760.0	12027.0		180885.0		25044.0	5277.0	1629296.0		0.0			20411.0				14609.0	5906.0		134916.0	106503.0	33255.0		1128.0			1932618.0				544.0			6149514.0	265.0	1891987.0		88914.0	290131.0	32126.0	423654.0	18709.0	209295.0	17755.0			15747.0	6032.0	176871.0	21208.0	223.0		42900.0			0.0	13469.0	330615.0	21882.0	3678.0	10603.0				633.0						85506	138931.0	1151949.0		17548.0		0.0	87662		695034	1298486	586291.0	490367.0	1508944	1688269.0	205194	2371631	1570546	202444	364930.0	5870304.0	167618.0	227089.0	171665.0	144112.0
s03899		20443.0	165392.0		3864.0	15191.0		2725235	28073.0	3517942.0		51284548	82641.0	254423.0			78813.0		2813847.0		8016.0		439215.0	949560	26128.0			357228		3673442	177479.0	4825706					1465.0	22136.0	92992	464.0			26391.0	89449.0		29372.0	74988.0	258536	240373.0		7458.0			6766182.0	78686.0	74991.0	63038.0		12520.0	16332.0			7671.0	19700.0	19538.0				18475	2779.0	4231.0		734727.0		170327.0		70268.0		593689.0	36220.0		5658226.0	573.0	76079.0	79779.0	153313.0		8697.0	20509.0		3382.0	5815.0			525.0	11538.0	17848.0	89898.0	3132.0	36738.0	53801.0	27636.0	1488550.0	184714.0	68119	93427.0		1446.0	29809002.0		2899.0				94917.0					25299.0	25280.0		16073.0		10533.0	145858.0	240324		15486.0	62364.0	30857466.0	97537168.0	6106.0		13196.0		1052.0		569.0	9877.0		288700.0	8874.0			6451.0		47675.0		2525.0	65630.0			4405.0		8690.0	0.0	26931908		63592.0	50092.0	5278.0		38726.0			8634.0	67970	1228.0	17372	469.0	47285.0	53470.0							5494.0			1022	74981.0				0.0				53404.0	727.0		36307.0		18278.0	12475.0	19102.0		815.0			11047.0				117220.0	23835.0		112427.0	217796.0	38282.0		5471.0			400820.0				393.0			11956163.0	0.0	185656.0		101320.0	549825.0	51858.0	4838695.0	7828.0	218499.0	85419.0			346.0	6027.0	172921.0	21743.0	5840.0		55203.0			0.0	16752.0	0.0	0.0	217.0	22816.0				438.0						2167	91956.0	1021640.0		19500.0		0.0	66810		358921	1309113	830334.0	603109.0	1764147	1876893.0	203355	2481474	1900348	354743	404871.0	5529342.0	170621.0	99591.0	109735.0	161828.0
s03811		1337.0	1238.0		2730.0	88.0		935	326.0	8388.0		173849	62970.0	599.0			292.0		240813.0		0.0		377.0	4661	3597.0			1111		14880	119850.0	15513					0.0	359.0	237	112.0			0.0	0.0		343.0	1212.0	9189	15413.0		0.0			222259.0	84522.0	1141.0	691.0		1838.0	8380.0			0.0	22740.0	22345.0				231	470.0	474.0		187.0		1074.0		951.0		5882.0	6565.0		1168.0	5181.0	5078.0	2216.0	4357.0		5547.0	1571.0		446.0	2693.0			736.0	1176.0	10859.0	1425.0	3842.0	6201.0	0.0	1703.0	288.0	619.0	6323	471.0		1083.0	5583.0		455.0				4973.0					917.0	2860.0		855.0		1795.0	101.0	215		275.0	15984.0	5699.0	22808.0	834.0		1123.0		9706.0		269.0	6361.0		2469.0	2585.0			18103.0		170.0		2628.0	1278.0			679.0		577.0	2358.0	4765		2512.0	121.0	973.0		1246.0			731.0	122	679.0	492	0.0	426.0	351.0							146.0			501	1592.0				406.0				11833.0	447.0		726.0		494.0	797.0	1038.0		882.0			461.0				651.0	264.0		264.0	310.0	1650.0		110.0			109.0				0.0			222.0	374.0	171.0		78281.0	165.0	0.0	338.0	390.0	225336.0	112.0			0.0	7520.0	7423.0	0.0	0.0		1043.0			0.0	0.0	0.0	0.0	0.0	0.0				142.0						25	0.0	1770565.0		2354.0		131.0	202		140	391	1137.0	5351.0	4004	212.0	29692	91	156	13	0.0	1698.0	0.0	929351.0	1222.0	383.0
s03847		5657.0	16930.0		2959.0	26265.0		2292503	97393.0	940438.0		27451344	56658.0	133267.0			42413.0		19380696.0		16283.0		412916.0	745216	82254.0			253900		5581092	1468984.0	5516929					495.0	3971.0	88578	321.0			13832.0	45761.0		20721.0	12543.0	155957	522297.0		32415.0			10967098.0	101580.0	39923.0	30698.0		3462.0	1574584.0			13.0	40547.0	102069.0				20448	2804.0	11627.0		1663866.0		159399.0		42060.0		451193.0	13909.0		2354625.0	1821.0	45257.0	145245.0	74452.0		57198.0	3444.0		4919.0	6698.0			23833.0	9850.0	13375.0	56571.0	15406.0	31913.0	35574.0	989672.0	97592.0	601609.0	1662158	2081694.0		1167.0	14929246.0		10012.0				85271.0					21175.0	19447.0		28161.0		6049.0	17954.0	77991		12923.0	47864.0	17148204.0	83490272.0	66500.0		190.0		2719.0		9195.0	7700.0		117069.0	23150.0			14573.0		5490.0		5490.0	182835.0			4729.0		11408.0	357.0	14324810		51665.0	239689.0	4664.0		99425.0			6199.0	27164	1501.0	43964	126.0	41711.0	36521.0							0.0			9034	63370.0				118161.0				12876.0	1432.0		42088.0		17476.0	15142.0	23410.0		4059.0			7171.0				89507.0	5758.0		66296.0	111391.0	11842.0		15129.0			1531564.0				5702.0			6686682.0	157.0	137388.0		39819.0	121484.0	36206.0	435716.0	3992.0	107672.0	166928.0			9133.0	5861.0	91126.0	17483.0	2129.0		169796.0			0.0	5474.0	463809.0	50693.0	2141.0	1766.0				0.0						27186	86527.0	242801.0		14215.0		1587.0	87694		709110	1286720	646294.0	400083.0	2229156	2094257.0	367987	3241042	1550556	536013	348499.0	2803107.0	134060.0	564506.0	148154.0	77262.0
s03806		6905.0	2716.0		6247.0	19669.0		2040527	24454.0	2675852.0		36720412	57794.0	950.0			14924.0		22408244.0		9360.0		330896.0	669064	116975.0			122694		6236432	162088.0	9004859					13290.0	2615.0	87110	0.0			131496.0	125.0		20415.0	16597.0	1256783	533345.0		26849.0			12201827.0	161033.0	447.0	161716.0		2759.0	11597.0			1317.0	61312.0	116206.0				1282318	2489124.0	15211.0		1945890.0		9698.0		38092.0		355008.0	12420.0		17919644.0	628.0	3963.0	176913.0	98964.0		68105.0	3500.0		5617.0	4128.0			19428.0	4351.0	19713.0	47892.0	8375.0	39407.0	59730.0	48428.0	41945.0	112670.0	1765069	1944006.0		1439.0	29106198.0		10258.0				104263.0					35851.0	26333.0		29404.0		12364.0	394587.0	55524		14219.0	58430.0	3175782.0	95248392.0	93174.0		6711.0		39730.0		13370.0	9614.0		158876.0	20835.0			12328.0		8428.0		13278.0	86418.0			3913.0		11367.0	1980.0	17822876		15909.0	331198.0	8458.0		81222.0			6557.0	27263	629.0	65328	0.0	96617.0	93177.0							3377.0			19273	70179.0				151473.0				22505.0	2930.0		37303.0		28895.0	24828.0	14466.0		2961.0			7557.0				58215.0	4726.0		20071.0	15034.0	12703.0		2734.0			3072.0				1686.0			62155.0	1583.0	32315.0		25576.0	10568.0	0.0	56363.0	10313.0	97330.0	166340.0			973.0	8101.0	96700.0	4804.0	3323.0		102086.0			0.0	758.0	418180.0	32325.0	0.0	2943.0				0.0						91418	0.0	606522.0		12890.0		3462.0	79008		776034	1532073	825808.0	437112.0	2001365	2224758.0	398859	3299090	1230714	665222	355474.0	4190038.0	146258.0	786982.0	144751.0	57954.0
s03839		15736.0	21975.0		1304.0	23222.0		999009	20233.0	546749.0		21360842	54949.0	67351.0			8838.0		16888318.0		2726.0		362458.0	381623	45265.0			110258		4250650	117094.0	5988260					436.0	3408.0	47262	322.0			23558.0	18816.0		28401.0	8107.0	149347	346996.0		31534.0			7681097.0	921177.0	46865.0	27178.0		2064.0	1761805.0			0.0	78490.0	131608.0				20041	267.0	10257.0		1161220.0		75987.0		67533.0		389443.0	8686.0		2417091.0	340.0	46165.0	130560.0	145156.0		47745.0	20786.0		4585.0	10298.0			16422.0	5197.0	16959.0	49587.0	11640.0	30883.0	53346.0	39984.0	70926.0	377222.0	1086855	1461873.0		3993.0	20053362.0		7622.0				85739.0					21697.0	21324.0		6667.0		4522.0	319730.0	52015		11730.0	33258.0	18556126.0	81539952.0	52213.0		11185.0		13951.0		9952.0	9081.0		112636.0	20080.0			12317.0		8142.0		4647.0	15921.0			2066.0		11676.0	2432.0	13883800		10588.0	126769.0	8938.0		86527.0			5162.0	19695	1755.0	36684	360.0	35251.0	32170.0							5599.0			6995	63970.0				119454.0				11954.0	2897.0		43354.0		16626.0	18349.0	21636.0		0.0			7174.0				64279.0	15563.0		39669.0	107284.0	16891.0		3716.0			299427.0				0.0			7060108.0	0.0	151048.0		45281.0	131310.0	35851.0	276274.0	7335.0	102214.0	162583.0			19983.0	5834.0	108111.0	8093.0	2301.0		50243.0			0.0	5182.0	481402.0	15900.0	6940.0	1212.0				0.0						45968	80694.0	542407.0		12512.0		2443.0	72522		395293	1106833	840318.0	435427.0	2138058	2172699.0	371778	3025757	2470937	657100	340662.0	3045316.0	135246.0	870297.0	132474.0	75727.0
s03898		24260.0	43985.0		836.0	8817.0		1827477	1426.0	834384.0		40294608	89414.0	161937.0			49529.0		1712063.0		870.0		404763.0	430814	14376.0			266447		10056295	158000.0	4145775					1394.0	33214.0	38854	407.0			9282.0	53575.0		3864.0	90332.0	182361	3105558.0		62948.0			2194138.0	22539.0	77117.0	81481.0		10792.0	3207865.0			7199.0	70431.0	28272.0				7739	3669.0	8158.0		1363906.0		94197.0		57670.0		96534.0	30855.0		7186750.0	1735.0	61630.0	56487.0	144982.0		5621.0	8405.0		10362.0	3519.0			421.0	8781.0	15356.0	52999.0	3132.0	32317.0	40813.0	84957.0	731070.0	107519.0	1416329	166302.0		1055.0	24100218.0		2366.0				108163.0					13521.0	13972.0		7916.0		2138.0	2402156.0	390552		7079.0	56899.0	24111544.0	85859608.0	3725.0		8325.0		343824.0		20.0	9428.0		60612.0	5217.0			7402.0		24522.0		1758.0	12138.0			2019.0		9008.0	714.0	16853968		27503.0	25433.0	3898.0		13802.0			2989.0	62542	763.0	8081	0.0	20081.0	24233.0							57407.0			507	25735.0				926.0				44417.0	0.0		27888.0		9449.0	13379.0	157002.0		1401.0			13111.0				33846.0	11619.0		25995.0	240067.0	23305.0		1563.0			327042.0				2729.0			9811552.0	0.0	1253150.0		102598.0	178088.0	33966.0	972468.0	14800.0	216685.0	41868.0			49278.0	6424.0	168434.0	57058.0	2308.0		75522.0			0.0	10681.0	804335.0	44721.0	392.0	17275.0				69.0						53349	90631.0	972182.0		17178.0		591.0	45603		864637	1658619	1048943.0	741034.0	2180821	2040540.0	249206	2492901	1664640	399760	410650.0	5530326.0	177103.0	90643.0	128930.0	158505.0
s03812		6030.0	10555.0		2842.0	18075.0		2028018	47316.0	720651.0		27664596	56810.0	118834.0			27076.0		20794232.0		9971.0		422872.0	624517	101408.0			224023		5415638	184216.0	1962409					1267.0	6505.0	71438	0.0			18232.0	1092.0		17669.0	13312.0	90587	392973.0		24837.0			10060219.0	106227.0	44142.0	34271.0		2856.0	2485305.0			1455.0	52302.0	109876.0				21782	4986.0	11491.0		1744873.0		131470.0		51364.0		578325.0	23364.0		2601645.0	1660.0	41423.0	141212.0	70013.0		59248.0	2633.0		4578.0	6761.0			13702.0	9217.0	25012.0	61894.0	15137.0	44459.0	77829.0	46554.0	180805.0	510423.0	1880340	1858643.0		944.0	27063558.0		7959.0				86714.0					23947.0	24619.0		23572.0		8172.0	348779.0	73135		11289.0	91496.0	7398633.0	88826856.0	55370.0		14272.0		5239.0		11187.0	9297.0		137229.0	24305.0			15330.0		7821.0		8212.0	169417.0			5131.0		12415.0	1591.0	14564022		28502.0	180283.0	2115.0		116028.0			6405.0	25840	2130.0	50230	175.0	22694.0	31037.0							21431.0			10654	44085.0				126067.0				18150.0	3478.0		50239.0		14379.0	14298.0	20009.0		1151.0			10288.0				78479.0	13368.0		61096.0	116269.0	21805.0		11907.0			1137817.0				3630.0			7288840.0	0.0	147994.0		24550.0	134546.0	36210.0	302193.0	4614.0	63374.0	168788.0			13669.0	6224.0	178499.0	16320.0	1239.0		142432.0			0.0	6456.0	481055.0	49771.0	3439.0	1427.0				0.0						35753	121544.0	217939.0		11543.0		98.0	22054		771416	1535622	852482.0	348664.0	2252236	2244597.0	374363	3688216	2454716	657406	365218.0	4202950.0	148090.0	3822.0	145404.0	51590.0
s03886		1755.0	101797.0		224.0	14959.0		2866040	2692.0	672286.0		40771168	53305.0	235198.0			67006.0		2989963.0		5581.0		205757.0	766383	19599.0			303777		17475822	171144.0	4557702					1366.0	16351.0	85789	455.0			30782.0	1110.0		28991.0	69110.0	225486	232017.0		6839.0			7458736.0	101433.0	33188.0	125506.0		52501.0	2417899.0			9532.0	5117.0	25051.0				16087	2694.0	2486.0		758048.0		169866.0		86654.0		260220.0	76283.0		11346879.0	444.0	24042.0	90286.0	155876.0		6842.0	22580.0		3916.0	5586.0			1832.0	13459.0	15350.0	86541.0	10331.0	46736.0	52859.0	28746.0	515451.0	115776.0	1783679	100165.0		3889.0	21631238.0		3113.0				43926.0					21108.0	28479.0		23372.0		5240.0	156214.0	180410		8455.0	70437.0	30811074.0	100369504.0	10659.0		12574.0		606172.0		745.0	9083.0		161987.0	7592.0			9492.0		62021.0		4854.0	119073.0			5409.0		3048.0	672.0	28316098		64164.0	60158.0	8671.0		41246.0			10664.0	100323	82.0	19602	0.0	52489.0	56193.0							4674.0			1291	119772.0				5957.0				28565.0	1418.0		26185.0		21363.0	18996.0	7371.0		1969.0			12831.0				112991.0	24063.0		176115.0	465730.0	42056.0		2962.0			424562.0				0.0			4255952.0	247.0	365338.0		105434.0	202489.0	49605.0	3086610.0	18505.0	212013.0	83727.0			1562.0	6401.0	159852.0	0.0	6988.0		31441.0			0.0	8977.0	0.0	0.0	0.0	18327.0				202.0						4659	36160.0	962457.0		2826.0		2186.0	75336		695456	1381064	856397.0	622197.0	1954316	2065558.0	267271	2688300	2001770	375681	409907.0	5663280.0	173345.0	122218.0	105273.0	152241.0
s03789		8212.0	24239.0		4306.0	29007.0		3009585	77909.0	765531.0		30102568	55222.0	175345.0			59384.0		20373492.0		40990.0		390754.0	958570	100640.0			339208		5905196	171562.0	6141817					128.0	3694.0	104420	0.0			21397.0	61611.0		18938.0	13978.0	195057	549895.0		23524.0			11962935.0	95275.0	45430.0	34196.0		4953.0	2444982.0			753.0	25197.0	122306.0				21307	3475.0	12735.0		1861646.0		203088.0		47240.0		584341.0	6717.0		2642464.0	1938.0	46961.0	133893.0	76884.0		58671.0	1647.0		5854.0	6007.0			16728.0	9828.0	18910.0	52793.0	11571.0	30869.0	40689.0	45755.0	190525.0	691766.0	2238867	2273480.0		7793.0	27567166.0		7426.0				101554.0					21302.0	26205.0		35008.0		7282.0	443431.0	102323		12019.0	22163.0	1522447.0	81946352.0	73223.0		11853.0		2297.0		8735.0	8943.0		125250.0	24644.0			12220.0		6143.0		6501.0	197965.0			4504.0		10264.0	1537.0	14561182		42673.0	250512.0	4639.0		115810.0			8700.0	28094	581.0	47039	124.0	37088.0	36163.0							12676.0			10543	65614.0				152765.0				28614.0	0.0		51760.0		19833.0	17471.0	29221.0		755.0			8433.0				58961.0	6625.0		65227.0	112531.0	8118.0		2085.0			1793565.0				3759.0			7325440.0	0.0	165627.0		14717.0	140044.0	35291.0	319008.0	7091.0	94116.0	162808.0			20253.0	6173.0	134371.0	17535.0	1760.0		221209.0			0.0	5652.0	506744.0	38635.0	298.0	1365.0				0.0						66330	95488.0	763651.0		12263.0		1108.0	96392		767364	1598532	879688.0	313433.0	2230125	2343724.0	403640	3282536	1502059	588092	392158.0	1736802.0	169105.0	869998.0	164136.0	66809.0
