	m_c18n_0000	m_c18n_0001	m_c18n_0003	m_c18n_0006	m_c18n_0008	m_c18n_0009	m_c18n_0010	m_c18n_0011	m_c18n_0013	m_c18n_0016	m_c18n_0017	m_c18n_0018	m_c18n_0019	m_c18n_0020	m_c18n_0021	m_c18n_0022	m_c18n_0023	m_c18n_0024	m_c18n_0025	m_c18n_0026	m_c18n_0027	m_c18n_0028	m_c18n_0029	m_c18n_0030	m_c18n_0031	m_c18n_0035	m_c18n_0037	m_c18n_0039	m_c18n_0041	m_c18n_0042	m_c18n_0043	m_c18n_0048	m_c18n_0049	m_c18n_0050	m_c18n_0051	m_c18n_0052	m_c18n_0053	m_c18n_0054	m_c18n_0055	m_c18n_0056	m_c18n_0058	m_c18n_0059	m_c18n_0060	m_c18n_0061	m_c18n_0062	m_c18n_0063	m_c18n_0064	m_c18n_0065	m_c18n_0066	m_c18n_0067	m_c18n_0068	m_c18n_0071	m_c18n_0072	m_c18n_0073	m_c18n_0074	m_c18n_0077	m_c18n_0080	m_c18n_0082	m_c18n_0084	m_c18n_0086	m_c18n_0087	m_c18n_0088	m_c18n_0093	m_c18n_0094	m_c18n_0097	m_c18n_0098	m_c18n_0099	m_c18n_0100	m_c18n_0101	m_c18n_0103	m_c18n_0104	m_c18n_0105	m_c18n_0107	m_c18n_0108	m_c18n_0109	m_c18n_0110	m_c18n_0112	m_c18n_0113	m_c18n_0114	m_c18n_0116	m_c18n_0117	m_c18n_0122	m_c18n_0127	m_c18n_0128	m_c18n_0129	m_c18n_0130	m_c18n_0132	m_c18n_0133	m_c18n_0135	m_c18n_0136	m_c18n_0139	m_c18n_0140	m_c18n_0141	m_c18n_0145	m_c18n_0148	m_c18n_0150	m_c18n_0152	m_c18n_0158	m_c18n_0159	m_c18n_0160	m_c18n_0161	m_c18n_0162	m_c18n_0164	m_c18n_0166	m_c18n_0167	m_c18n_0168	m_c18n_0171	m_c18n_0172	m_c18n_0175	m_c18n_0176	m_c18n_0177	m_c18n_0179	m_c18n_0181	m_c18n_0182	m_c18n_0189	m_c18n_0196	m_c18n_0198	m_c18n_0200	m_c18n_0205	m_c18n_0206	m_c18n_0213	m_c18n_0214	m_c18n_0215	m_c18n_0218	m_c18n_0219	m_c18n_0221	m_c18n_0224	m_c18n_0226	m_c18n_0231	m_c18n_0233	m_c18n_0234	m_c18n_0237	m_c18n_0238	m_c18n_0242	m_c18n_0248	m_c18n_0250	m_c18n_0251	m_c18n_0256	m_c18n_0258	m_c18n_0259	m_c18n_0262	m_c18n_0263	m_c18n_0265	m_c18n_0266	m_c18n_0267	m_c18n_0271	m_c18n_0273	m_c18n_0275	m_c18n_0278	m_c18n_0280	m_c18n_0282	m_c18n_0283	m_c18n_0284	m_c18n_0285	m_c18n_0286	m_c18n_0288	m_c18n_0291	m_c18n_0292	m_c18n_0294	m_c18n_0297	m_c18n_0298	m_c18n_0302	m_c18n_0303	m_c18n_0307	m_c18n_0309	m_c18n_0312	m_c18n_0313	m_c18n_0316	m_c18n_0317	m_c18n_0321	m_c18n_0323	m_c18n_0325	m_c18n_0328	m_c18n_0329	m_c18n_0330	m_c18n_0335	m_c18n_0337	m_c18n_0338	m_c18n_0340	m_c18n_0345	m_c18n_0347	m_c18n_0348	m_c18n_0351	m_c18n_0356	m_c18n_0357	m_c18n_0358	m_c18n_0360	m_c18n_0361	m_c18n_0362	m_c18n_0365	m_c18n_0366	m_c18n_0367	m_c18n_0373	m_c18n_0381	m_c18n_0382	m_c18n_0383	m_c18n_0385	m_c18n_0388	m_c18n_0390	m_c18n_0392	m_c18n_0398	m_c18n_0399	m_c18n_0400	m_c18n_0401	m_c18n_0402	m_c18n_0404	m_c18n_0413	m_c18n_0414	m_c18n_0415	m_c18n_0416	m_c18n_0418	m_c18n_0419	m_c18n_0420	m_c18n_0421	m_c18n_0422	m_c18n_0425	m_c18n_0428	m_c18n_0433	m_c18n_0435	m_c18n_0436	m_c18n_0438	m_c18n_0439	m_c18n_0440	m_c18n_0445	m_c18n_0449	m_c18n_0451	m_c18n_0452	m_c18n_0453	m_c18n_0455	m_c18n_0458	m_c18n_0466	m_c18n_0467	m_c18n_0469	m_c18n_0475	m_c18n_0476	m_c18n_0477	m_c18n_0479	m_c18n_0480	m_c18n_0482	m_c18n_0485	m_c18n_0486	m_c18n_0492	m_c18n_0493	m_c18n_0501	m_c18n_0502	m_c18n_0506	m_c18n_0517	m_c18n_0519	m_c18n_0521	m_c18n_0523	m_c18n_0524	m_c18n_0527	m_c18n_0528	m_c18n_0530	m_c18n_0543	m_c18n_0547	m_c18n_0551	m_c18n_0553	m_c18n_0556	m_c18n_0557	m_c18n_0558	m_c18n_0559	m_c18n_0560	m_c18n_0561	m_c18n_0562	m_c18n_0563	m_c18n_0564	m_c18n_0565	m_c18n_0566
s04697						3671.0	1381.0	3480.0			241.0	177.0	896.0			9029.0			208.0	1514616.0				1075.0		3121.0	0.0	4262.0	9868.0	46611.0	6463.0	0.0			203.0		146.0					149.0		101.0		2012.0	13423.0					935.0	1914.0	4387.0		2113.0				2020.0	2747.0			2102.0			763.0		102.0			11752.0	15672.0				19974.0		1049.0		1293.0				775.0		0.0		1322.0		0.0	0.0	18724.0				776.0			673.0			2860.0		870.0			0.0		262.0					0.0				5012.0								17075.0	5735.0				0.0	250			471.0								5456.0			340.0						228.0		4222.0		1531.0			0.0			0.0	350.0			2982.0						0.0				0.0	597.0	22582.0	8276.0	1209.0				0				639.0	102.0	0.0		0.0	0.0								44191.0					11850492.0				488.0			110.0				111.0		11535.0	192414.0		335.0		0.0					0.0				0.0	0.0																							4426.0	89143.0	211194.0	427370	111675	303085	73574	952900	1110150	945935	2951173	76862.0
s04685						9005.0	413.0	1480.0			3580.0	6531.0	1609.0			804.0			0.0	186157.0				859.0		1304.0	0.0	0.0	4590.0	526212.0	16501.0	102.0			2250.0		0.0					0.0		0.0		6716.0	0.0					679.0	225.0	41191.0		2755.0				2461.0	1860.0			0.0			1848.0		238.0			7897.0	0.0				82075.0		6271.0		1885.0				1546.0		0.0		301.0		0.0	0.0	0.0				659.0			2266.0			3054.0		3876.0			0.0		0.0					0.0				5859.0								188445.0	79432.0				0.0	423			0.0								6679.0			0.0						501.0		5921.0		2087.0			227.0			0.0	0.0			0.0						230.0				1541.0	4037.0	1640.0	17323.0	1685.0				108				0.0	0.0	0.0		0.0	0.0								50044.0					15720477.0				972.0			3683.0				0.0		10843.0	230653.0		6535.0		0.0					0.0				3133.0	0.0																							0.0	78279.0	185979.0	75172	441397	293887	73993	929964	1035862	2841508	2856278	84487.0
s04679						317256.0	604.0	2123.0			950.0	3364.0	16042.0			10122.0			33256.0	662215.0				650.0		1045.0	0.0	2895.0	1381.0	415937.0	13573.0	0.0			2670.0		0.0					28446.0		5489.0		3401.0	683.0					130.0	277.0	29519.0		10148.0				2247.0	698.0			164.0			1101.0		4532.0			39304.0	15225.0				66044.0		2004.0		2146.0				1825.0		5302.0		1068.0		2820.0	0.0	10038.0				780.0			2363.0			2555.0		5594.0			0.0		46098.0					0.0				15210.0								122491.0	23046.0				6523.0	17223			942.0								4726.0			0.0						457.0		4267.0		1751.0			1249.0			2076.0	0.0			2815.0						1335.0				2456.0	4651.0	29988.0	1474.0	738.0				20883				263.0	2287.0	1302.0		0.0	16775.0								59218.0					13422350.0				0.0			2280.0				267.0		10954.0	214742.0		3984.0		114.0					3140.0				965.0	302.0																							231.0	66659.0	193208.0	166863	389234	291837	75193	967369	1118404	2942812	3020399	71430.0
s04672						13007.0	361.0	948.0			1546.0	1094.0	1856.0			105.0			0.0	183725.0				1143.0		518.0	0.0	0.0	0.0	540742.0	14737.0	105.0			2953.0		0.0					121.0		0.0		7462.0	0.0					533.0	497.0	39453.0		7499.0				2098.0	1625.0			0.0			2126.0		113.0			129.0	0.0				84139.0		19010.0		2238.0				1246.0		0.0		304.0		0.0	0.0	0.0				1240.0			3376.0			4448.0		4509.0			0.0		0.0					0.0				12390.0								188611.0	74260.0				147.0	125			0.0								6840.0			0.0						412.0		3352.0		1929.0			0.0			107.0	0.0			0.0						264.0				1557.0	3641.0	36529.0	16720.0	1481.0				0				0.0	0.0	0.0		0.0	0.0								50529.0					16125309.0				0.0			3508.0				0.0		13801.0	249634.0		7780.0		0.0					0.0				3176.0	0.0																							0.0	73935.0	180947.0	125465	415390	266497	68872	871377	962227	2946912	2596390	75170.0
s04701						286201.0	1053.0	9977.0			138.0	127.0	16101.0			35309.0			59447.0	893790.0				406.0		1550.0	4351.0	1343.0	791.0	95930.0	3723.0	1569.0			516.0		112.0					29835.0		15715.0		1990.0	13590.0					420.0	331.0	8747.0		14467.0				2951.0	1344.0			6251.0			1089.0		3998.0			42290.0	42677.0				38800.0		5008.0		1493.0				8487.0		248.0		1080.0		26632.0	0.0	29263.0				1758.0			99.0			2537.0		6287.0			1428.0		23937.0					4681.0				15662.0								28284.0	20926.0				2732.0	5585			461.0								6049.0			859.0						178.0		8820.0		2039.0			1792.0			1190.0	0.0			394.0						12220.0				370.0	3416.0	24899.0	2274.0	710.0				30163				18003.0	1240.0	2398.0		514.0	8188.0								608410.0					13774198.0				0.0			800.0				2157.0		11090.0	200909.0		3132.0		4325.0					1647.0				0.0	0.0																							1810.0	66934.0	187336.0	183880	405561	278036	70775	936907	1044563	2750007	2909398	74096.0
s04689						14684.0	1452.0	9072.0			563.0	0.0	1653.0			4064.0			146.0	2477466.0				1715.0		2763.0	0.0	22990.0	8859.0	107438.0	3183.0	467.0			695.0		673.0					131.0		0.0		3619.0	71059.0					178.0	5430.0	6152.0		17993.0				1273.0	1184.0			4786.0			4516.0		577.0			17522.0	126584.0				15871.0		4326.0		2440.0				2101.0		256.0		1854.0		0.0	0.0	20645.0				1959.0			1225.0			4395.0		5553.0			108.0		120.0					0.0				6733.0								32564.0	12964.0				896.0	2142			849.0								6704.0			1682.0						271.0		36220.0		3065.0			112.0			275.0	7105.0			1288.0						205.0				1412.0	2353.0	11955.0	12673.0	2413.0				1001				4547.0	776.0	381.0		0.0	0.0								41682.0					10854635.0				0.0			795.0				111.0		10542.0	179957.0		2685.0		0.0					0.0				0.0	0.0																							1472.0	81674.0	183725.0	172941	416694	283501	72705	896677	1007012	2053692	2687362	71842.0
s04681						8498.0	1467.0	18219.0			988.0	0.0	2214.0			6129.0			811.0	2574372.0				1709.0		1728.0	0.0	33462.0	24152.0	109206.0	3869.0	1164.0			1011.0		0.0					134.0		0.0		3336.0	2045078.0					754.0	5404.0	9299.0		3534.0				1315.0	1668.0			8019.0			9540.0		1118.0			44787.0	1184928.0				20833.0		1754.0		2090.0				2723.0		2564.0		1909.0		0.0	0.0	34155.0				1618.0			1020.0			3475.0		2502.0			0.0		0.0					0.0				6235.0								31547.0	15725.0				316.0	997			155.0								6961.0			1100.0						276.0		103348.0		3487.0			2149.0			364.0	20430.0			2807.0						634.0				924.0	2581.0	13053.0	16589.0	2327.0				2635				13034.0	623.0	124.0		0.0	186.0								43297.0					11800115.0				0.0			930.0				857.0		11646.0	189325.0		392.0		0.0					0.0				118.0	0.0																							1467.0	86093.0	171214.0	118100	455383	309698	76260	984815	1102227	2392739	2948494	77503.0
s04673						10799.0	415.0	895.0			2327.0	1259.0	1825.0			448.0			0.0	183144.0				1156.0		1305.0	0.0	178.0	0.0	535700.0	16815.0	0.0			3226.0		0.0					0.0		0.0		6564.0	0.0					389.0	128.0	41527.0		4571.0				2148.0	1550.0			252.0			1602.0		0.0			249.0	0.0				85906.0		13822.0		2643.0				1288.0		0.0		268.0		0.0	0.0	0.0				518.0			3766.0			4165.0		3684.0			0.0		0.0					0.0				12812.0								194086.0	83399.0				0.0	697			0.0								7573.0			0.0						1675.0		3618.0		1434.0			0.0			106.0	217.0			0.0						102.0				1571.0	4736.0	36239.0	22617.0	1604.0				114				0.0	0.0	0.0		0.0	0.0								55877.0					17768476.0				0.0			4351.0				0.0		16032.0	254109.0		8555.0		0.0					0.0				3357.0	0.0																							113.0	80676.0	193314.0	160312	459891	300272	74366	920463	1067283	3073044	2849864	90414.0
s04683						7171.0	167.0	1375.0			875.0	6895.0	1917.0			1120.0			0.0	176890.0				1206.0		1157.0	0.0	0.0	1830.0	530550.0	15145.0	0.0			2463.0		0.0					0.0		0.0		8316.0	0.0					754.0	0.0	36708.0		2904.0				1937.0	1525.0			0.0			1994.0		0.0			5594.0	268.0				84475.0		9368.0		2231.0				1787.0		0.0		123.0		0.0	0.0	0.0				788.0			3669.0			2972.0		3723.0			0.0		108.0					0.0				6970.0								186298.0	75529.0				0.0	139			0.0								6802.0			0.0						339.0		5235.0		1517.0			357.0			0.0	0.0			0.0						104.0				1610.0	3491.0	1246.0	19467.0	1329.0				0				105.0	0.0	112.0		0.0	0.0								53889.0					16778652.0				599.0			3817.0				0.0		11216.0	236023.0		6373.0		0.0					0.0				3034.0	0.0																							222.0	79227.0	193027.0	91642	440856	300681	76112	927233	1041919	2737953	2914222	73877.0
s04682						7814.0	1580.0	20402.0			721.0	208.0	1964.0			3628.0			759.0	2424218.0				1578.0		4679.0	0.0	38844.0	36011.0	110462.0	3984.0	994.0			713.0		347.0					231.0		136.0		3277.0	2036752.0					563.0	5645.0	10041.0		2571.0				1715.0	1393.0			4933.0			10595.0		690.0			52052.0	1237408.0				16945.0		1777.0		1910.0				2917.0		3288.0		1548.0		0.0	0.0	33901.0				1332.0			230.0			4164.0		2331.0			0.0		118.0					0.0				6579.0								31728.0	13695.0				295.0	331			284.0								5452.0			1705.0						385.0		97784.0		3185.0			2560.0			261.0	21317.0			3522.0						1561.0				1111.0	2229.0	14263.0	17253.0	2381.0				1432				12638.0	172.0	142.0		0.0	0.0								40441.0					11774908.0				269.0			655.0				1038.0		11044.0	159825.0		1008.0		0.0					0.0				0.0	0.0																							1449.0	85933.0	190805.0	85461	428043	303539	79420	953537	1068767	2438880	2969677	76098.0
s04688						16024.0	783.0	800.0			669.0	3277.0	2088.0			605.0			1646.0	170406.0				925.0		566.0	0.0	0.0	291.0	526708.0	14324.0	103.0			2352.0		0.0					2428.0		102.0		7137.0	0.0					217.0	165.0	38457.0		7711.0				2226.0	1126.0			106.0			1838.0		0.0			2140.0	0.0				79543.0		13505.0		1634.0				677.0		1226.0		353.0		0.0	0.0	1081.0				1138.0			2076.0			3792.0		3891.0			0.0		138.0					0.0				12032.0								181676.0	72827.0				636.0	835			145.0								6443.0			0.0						221.0		4578.0		2278.0			0.0			130.0	0.0			219.0						0.0				1606.0	3933.0	34738.0	22165.0	1330.0				1365				0.0	0.0	0.0		0.0	0.0								54199.0					17750394.0				0.0			3519.0				0.0		11331.0	245967.0		7418.0		0.0					0.0				3194.0	0.0																							0.0	70756.0	175951.0	145896	463940	274131	67976	883561	1002323	3080916	2723162	79684.0
s04670						11764.0	630.0	873.0			2219.0	1270.0	2324.0			362.0			0.0	188846.0				1040.0		381.0	0.0	0.0	0.0	536947.0	15743.0	0.0			2731.0		0.0					228.0		103.0		7741.0	0.0					339.0	109.0	38783.0		6962.0				2013.0	1407.0			0.0			1599.0		110.0			861.0	0.0				86877.0		14499.0		1473.0				1490.0		0.0		266.0		0.0	0.0	0.0				606.0			2920.0			4255.0		4839.0			0.0		0.0					0.0				11602.0								202637.0	77600.0				0.0	397			0.0								6405.0			0.0						262.0		3185.0		2343.0			0.0			0.0	0.0			0.0						0.0				1636.0	4012.0	36276.0	18514.0	1174.0				140				246.0	0.0	0.0		0.0	0.0								50411.0					15842344.0				0.0			4650.0				0.0		13517.0	221829.0		8564.0		0.0					0.0				3523.0	0.0																							0.0	80844.0	191524.0	167315	445990	294203	78362	915384	1018573	2747862	2781056	85069.0
s04692						182771.0	975.0	1710.0			304.0	2765.0	14124.0			10977.0			60044.0	228106.0				732.0		2079.0	1827.0	222.0	1443.0	65894.0	5934.0	536.0			274.0		0.0					16116.0		13721.0		1722.0	3082.0					106.0	363.0	4835.0		11986.0				2995.0	2293.0			11889.0			1449.0		816.0			10504.0	10677.0				33183.0		7031.0		882.0				9981.0		0.0		1314.0		21224.0	1543.0	97247.0				4124.0			364.0			2100.0		4053.0			1155.0		11532.0					12647.0				9160.0								20269.0	23965.0				7460.0	16832			3846.0								5024.0			0.0						245.0		9312.0		2353.0			196.0			3242.0	0.0			5221.0						3761.0				612.0	792.0	24353.0	1353.0	612.0				19148				5851.0	108.0	411.0		648.0	1666.0								826243.0					9596876.0				0.0			588.0				2283.0		10428.0	165370.0		2338.0		1030.0					1413.0				113.0	0.0																							3313.0	77086.0	202339.0	282858	181386	288746	71932	941757	1054030	1983312	2935020	76880.0
s04703						350575.0	1054.0	6133.0			145.0	422.0	13551.0			30362.0			62769.0	1255893.0				437.0		2458.0	2803.0	1648.0	1449.0	103189.0	2585.0	1647.0			723.0		221.0					4033.0		15195.0		1798.0	13785.0					594.0	1215.0	8708.0		12975.0				2998.0	1708.0			6580.0			821.0		4195.0			116337.0	16752.0				37509.0		6167.0		1764.0				12903.0		112.0		1351.0		18086.0	0.0	69408.0				1310.0			756.0			4046.0		5056.0			608.0		19014.0					7717.0				14276.0								27856.0	15670.0				2803.0	5603			320.0								5147.0			679.0						137.0		6824.0		2510.0			1880.0			269.0	126.0			891.0						17024.0				1272.0	2746.0	19676.0	1454.0	659.0				31306				19453.0	1693.0	1471.0		0.0	13636.0								65350.0					11969057.0				0.0			516.0				2080.0		9857.0	187599.0		2308.0		2748.0					1494.0				0.0	0.0																							1746.0	66512.0	188678.0	201444	414567	295378	76705	944278	1033401	2713273	2936051	75169.0
s04687						16051.0	129.0	815.0			931.0	3656.0	1390.0			434.0			1068.0	169523.0				1089.0		548.0	0.0	0.0	228.0	518187.0	15431.0	0.0			2650.0		0.0					1933.0		108.0		5434.0	0.0					311.0	274.0	40792.0		6842.0				1896.0	1562.0			119.0			2095.0		0.0			1574.0	0.0				78413.0		14304.0		1957.0				619.0		138.0		220.0		0.0	0.0	720.0				1248.0			3371.0			3395.0		3566.0			0.0		0.0					0.0				9574.0								179967.0	68777.0				440.0	508			157.0								6031.0			0.0						360.0		3627.0		2247.0			127.0			105.0	0.0			132.0						251.0				1255.0	3272.0	35429.0	13268.0	1702.0				1674				140.0	0.0	0.0		0.0	0.0								55998.0					17909644.0				0.0			3414.0				0.0		10332.0	246601.0		7087.0		0.0					0.0				3515.0	0.0																							118.0	74228.0	185910.0	141216	394069	265424	71315	885246	1007036	2636615	2734770	79047.0
s04671						11073.0	224.0	963.0			2152.0	1213.0	2251.0			0.0			0.0	165615.0				1089.0		500.0	0.0	0.0	0.0	545153.0	17870.0	0.0			2702.0		0.0					0.0		0.0		7475.0	0.0					161.0	112.0	42867.0		6345.0				2242.0	1568.0			0.0			1699.0		337.0			792.0	0.0				82913.0		16378.0		1754.0				1324.0		117.0		325.0		0.0	0.0	0.0				1051.0			3934.0			3138.0		4054.0			0.0		0.0					0.0				11798.0								209108.0	76223.0				0.0	253			0.0								5027.0			0.0						754.0		3222.0		2429.0			102.0			0.0	0.0			0.0						127.0				1667.0	3921.0	35146.0	19611.0	1661.0				0				0.0	0.0	0.0		0.0	0.0								49799.0					14908706.0				0.0			4394.0				0.0		10352.0	204342.0		7470.0		0.0					0.0				3256.0	0.0																							0.0	78083.0	183450.0	129978	448359	285643	74865	874937	972481	2955380	2690625	81957.0
s04686						13884.0	678.0	1096.0			680.0	4109.0	2042.0			950.0			1661.0	176935.0				1355.0		582.0	0.0	232.0	335.0	525646.0	14892.0	0.0			2562.0		0.0					1857.0		0.0		5876.0	0.0					579.0	123.0	36372.0		7140.0				1958.0	939.0			0.0			1954.0		145.0			1536.0	139.0				82262.0		16236.0		2136.0				1191.0		247.0		474.0		0.0	0.0	894.0				908.0			2005.0			3509.0		4274.0			0.0		0.0					0.0				12814.0								197207.0	76221.0				110.0	604			346.0								7341.0			0.0						194.0		3327.0		1696.0			358.0			0.0	0.0			737.0						215.0				1410.0	3808.0	35466.0	11110.0	1399.0				1280				219.0	0.0	0.0		0.0	0.0								54510.0					17667930.0				0.0			3421.0				0.0		11360.0	231071.0		7574.0		0.0					0.0				3085.0	0.0																							145.0	72857.0	184644.0	122710	445122	279115	70911	888392	1012854	3017606	2726399	77639.0
s04704						86439.0	863.0	4923.0			451.0	1694.0	5825.0			5963.0			25347.0	884108.0				1233.0		10805.0	253.0	7112.0	8544.0	347232.0	12518.0	258.0			2502.0		1486.0					8377.0		11020.0		3630.0	139288.0					1372.0	2732.0	18104.0		8262.0				2727.0	2927.0			3999.0			2135.0		1622.0			22265.0	100143.0				64343.0		6612.0		2143.0				6197.0		1901.0		1057.0		4499.0	0.0	29839.0				1743.0			1011.0			4688.0		3951.0			213.0		9343.0					2381.0				11022.0								78541.0	39116.0				3756.0	6936			2005.0								7104.0			119.0						385.0		13042.0		2370.0			1683.0			1276.0	961.0			4438.0						3540.0				1656.0	3016.0	19685.0	5129.0	1212.0				8839				3919.0	838.0	233.0		0.0	3159.0								85105.0					15611726.0				1185.0			1894.0				439.0		12362.0	198696.0		4263.0		803.0					801.0				671.0	0.0																							109.0	74096.0	191753.0	171148	421298	301044	74938	937584	1043428	2680383	2927622	73928.0
s04695						13637.0	2033.0	12992.0			484.0	168.0	1037.0			10480.0			695.0	2448863.0				1747.0		4567.0	0.0	6674.0	8591.0	127750.0	2849.0	804.0			803.0		157.0					390.0		0.0		3383.0	10388.0					1014.0	4054.0	7950.0		13770.0				1608.0	2274.0			5168.0			1459.0		1150.0			12804.0	17443.0				18958.0		2919.0		2404.0				2466.0		0.0		2168.0		0.0	0.0	36096.0				1890.0			1356.0			4691.0		3718.0			0.0		120.0					0.0				7705.0								34639.0	10564.0				2436.0	3591			580.0								6014.0			1301.0						611.0		14746.0		3364.0			0.0			456.0	1426.0			4400.0						440.0				1050.0	1684.0	12246.0	24636.0	2446.0				1145				1116.0	1674.0	105.0		0.0	0.0								43470.0					11296862.0				439.0			287.0				286.0		11872.0	199756.0		1968.0		0.0					0.0				0.0	0.0																							1320.0	82981.0	187019.0	197357	423454	278092	72141	919590	1053440	2092067	2788155	77004.0
s04693						250199.0	1244.0	3891.0			497.0	1357.0	15638.0			14242.0			36007.0	307943.0				571.0		2486.0	3865.0	360.0	391.0	89388.0	4946.0	508.0			548.0		124.0					16450.0		9889.0		2215.0	6563.0					120.0	457.0	6358.0		14953.0				4375.0	2068.0			17667.0			1181.0		1500.0			11125.0	11617.0				41903.0		8797.0		1692.0				17298.0		0.0		1196.0		25645.0	1436.0	142355.0				5524.0			412.0			4299.0		5985.0			1103.0		8490.0					19780.0				12259.0								27528.0	32356.0				12664.0	28548			3804.0								6105.0			140.0						239.0		15129.0		2420.0			670.0			4436.0	0.0			5274.0						8192.0				1019.0	2089.0	20288.0	7162.0	425.0				34861				12209.0	921.0	1672.0		1490.0	2763.0								918787.0					11323399.0				0.0			749.0				896.0		9939.0	188651.0		2990.0		1331.0					1530.0				0.0	0.0																							2457.0	67721.0	188652.0	213019	417745	293948	73675	927001	1036569	2960768	2830062	70299.0
s04702						337232.0	1280.0	5496.0			250.0	270.0	13438.0			27849.0			52284.0	1185478.0				561.0		3322.0	3337.0	1632.0	1190.0	94308.0	3477.0	1397.0			677.0		166.0					4858.0		22235.0		1839.0	14035.0					1052.0	352.0	7966.0		14130.0				3220.0	2176.0			5953.0			1012.0		3108.0			111974.0	16248.0				37442.0		5830.0		1952.0				12729.0		0.0		1427.0		19441.0	111.0	42739.0				2048.0			863.0			1928.0		5917.0			781.0		21175.0					3984.0				13423.0								29087.0	17557.0				1883.0	4780			512.0								5626.0			1118.0						279.0		7111.0		1974.0			1966.0			113.0	0.0			1093.0						20643.0				1094.0	2035.0	22452.0	4640.0	862.0				31924				18999.0	1481.0	1605.0		0.0	12374.0								178498.0					12274471.0				0.0			414.0				1218.0		11567.0	183377.0		3242.0		2652.0					1028.0				0.0	0.0																							1805.0	67626.0	192174.0	188525	414536	297176	73048	948393	1040199	3067499	2977401	68508.0
s04668						14113.0	246.0	631.0			1994.0	1315.0	2277.0			766.0			248.0	178161.0				1093.0		426.0	0.0	0.0	0.0	545239.0	15917.0	161.0			2824.0		0.0					0.0		0.0		6689.0	0.0					341.0	0.0	41129.0		7484.0				2212.0	1165.0			0.0			1694.0		0.0			377.0	0.0				84278.0		15434.0		1850.0				1321.0		0.0		266.0		0.0	0.0	119.0				1058.0			3207.0			3861.0		3829.0			0.0		0.0					0.0				9484.0								209954.0	77545.0				1050.0	729			0.0								6970.0			0.0						231.0		2833.0		2412.0			0.0			0.0	0.0			0.0						184.0				2102.0	3243.0	38801.0	19451.0	1333.0				223				0.0	0.0	0.0		0.0	0.0								61175.0					16928608.0				0.0			3428.0				0.0		14531.0	316824.0		8604.0		0.0					0.0				3282.0	0.0																							0.0	81856.0	193136.0	117697	446494	286417	74898	905930	996705	2897762	2819864	90069.0
s04669						8656.0	633.0	769.0			2225.0	1410.0	1534.0			238.0			0.0	179879.0				1245.0		454.0	0.0	0.0	0.0	553299.0	16000.0	0.0			2371.0		0.0					148.0		0.0		6428.0	0.0					107.0	0.0	42441.0		3755.0				2335.0	1153.0			0.0			2119.0		115.0			11.0	0.0				85493.0		7734.0		1820.0				1902.0		0.0		270.0		0.0	0.0	0.0				563.0			3528.0			3104.0		3472.0			0.0		0.0					0.0				11485.0								180225.0	79429.0				129.0	146			0.0								6315.0			0.0						384.0		2590.0		2319.0			121.0			109.0	0.0			0.0						123.0				1509.0	2849.0	37645.0	15013.0	923.0				0				0.0	0.0	125.0		0.0	0.0								62000.0					17367058.0				0.0			4274.0				0.0		12538.0	259263.0		9195.0		0.0					0.0				3491.0	0.0																							0.0	85845.0	198127.0	145713	465513	307902	78895	944195	1059419	3064954	3075365	92137.0
s04699						9188.0	1361.0	7419.0			365.0	357.0	2242.0			873.0			1776.0	562172.0				1350.0		48853.0	0.0	1798.0	105598.0	110712.0	4819.0	2047.0			158.0		13590.0					430.0		747.0		2830.0	98422.0					1035.0	22018.0	7840.0		5146.0				1925.0	2657.0			5740.0			1719.0		337.0			66240.0	25940.0				24506.0		1622.0		1676.0				2388.0		3372.0		1109.0		0.0	0.0	62192.0				1963.0			692.0			6201.0		2214.0			0.0		130.0					0.0				5456.0								30727.0	25527.0				3054.0	7815			109.0								6577.0			188.0						103.0		13215.0		2771.0			999.0			272.0	159.0			3944.0						1778.0				1028.0	1545.0	17017.0	18439.0	1843.0				1610				0.0	146.0	0.0		0.0	0.0								53676.0					16625889.0				15883.0			584.0				0.0		11158.0	236022.0		2602.0		0.0					0.0				0.0	0.0																							1860.0	77486.0	186622.0	208602	394663	269825	69653	906822	1047689	2438621	2840658	75127.0
s04676						409505.0	939.0	3887.0			1154.0	7474.0	7756.0			14176.0			39859.0	743529.0				539.0		4169.0	672.0	324.0	2569.0	344781.0	4989.0	190.0			3730.0		794.0					42457.0		9459.0		4163.0	1981.0					0.0	3128.0	19349.0		19665.0				873.0	761.0			2755.0			1836.0		5261.0			21851.0	60394.0				55702.0		3813.0		2609.0				30461.0		7604.0		1186.0		9136.0	0.0	38898.0				445.0			505.0			2850.0		6654.0			911.0		44626.0					3635.0				13474.0								83947.0	40664.0				10103.0	20545			9453.0								6279.0			245.0						114.0		8003.0		4694.0			9220.0			8506.0	0.0			22798.0						2021.0				2701.0	3509.0	17208.0	1257.0	893.0				18708				1508.0	1806.0	1051.0		1761.0	2990.0								51545.0					13712210.0				0.0			2561.0				1330.0		10163.0	222769.0		3971.0		3183.0					511.0				113.0	1724.0																							382.0	68906.0	183591.0	160382	438043	288101	76662	920967	1054394	2948406	2777462	70210.0
